22.59,100800.61
22.59,100811.3
22.52,100800.09
22.54,100805.77
22.57,100805.64
22.53,100799.67
22.52,100795.51
22.57,100802.98
22.58,100804.47
22.52,100789.41
22.55,100802.64
22.59,100807.86
22.52,100787.5
22.54,100792.41
22.59,100805.95
22.53,100790.9
22.53,100796.23
22.58,100803.7
22.59,100805.95
22.6,100801.37
22.52,100798.18
22.54,100800.42
22.58,100804.47
22.52,100795.51
22.53,100796.23
22.57,100802.98
22.58,100806.38
22.52,100798.18
22.56,100803.41
22.59,100808.63
22.52,100795.51
22.54,100797.76
22.59,100805.2
22.53,100802.34
22.52,100797.42
22.58,100803.7
22.59,100805.95
22.53,100798.91
22.54,100803.83
22.59,100805.95
22.53,100806.92
22.52,100794.75
22.58,100803.7
22.58,100807.13
22.52,100797.42
22.57,100804.89
22.59,100807.86
22.53,100798.91
22.54,100801.16
22.59,100797.94
22.53,100799.67
22.52,100795.51
22.58,100809.8
22.59,100805.2
22.59,100797.94
22.52,100795.51
22.55,100802.64
22.59,100800.61
22.53,100806.92
22.53,100799.67
22.58,100807.13
22.58,100799.13
22.52,100794.75
22.56,100800.73
22.59,100807.86
22.52,100800.84
22.54,100801.16
22.58,100812.48
22.53,100799.67
22.53,100798.91
22.57,100805.64
22.59,100800.61
22.6,100802.13
22.53,100802.34
22.53,100799.67
22.6,100798.7
22.54,100800.42
22.52,100798.18
22.58,100807.13
22.59,100810.53
22.53,100796.23
22.55,100802.64
22.58,100807.13
22.52,100803.52
22.54,100792.41
22.59,100808.63
22.53,100801.58
22.53,100797
22.58,100806.38
22.61,100805.53
22.58,100807.13
22.52,100795.51
22.57,100804.89
22.59,100808.63
22.52,100795.51
22.54,100801.16
22.59,100803.28
22.53,100797
22.53,100799.67
22.59,100797.19
22.59,100805.95
22.53,100798.91
22.55,100802.64
22.6,100801.37
22.52,100798.18
22.54,100803.09
22.58,100804.47
22.53,100790.9
22.6,100809.38
22.53,100786.31
22.53,100797
22.59,100805.2
22.58,100793.78
22.52,100795.51
22.57,100797.64
22.59,100805.95
22.53,100797
22.55,100805.31
22.59,100808.63
22.54,100787.08
22.53,100788.23
22.59,100805.95
22.6,100809.38
22.53,100798.91
22.56,100800.73
22.62,100809.69
22.59,100808.63
22.52,100798.18
22.53,100791.66
22.58,100809.8
22.52,100800.84
22.51,100796.66
22.57,100802.22
22.57,100805.64
22.51,100793.99
22.55,100802.64
22.58,100803.7
22.52,100789.41
22.54,100797.76
22.58,100801.04
22.52,100795.51
22.52,100790.17
22.57,100805.64
22.58,100801.8
22.59,100808.63
22.52,100803.52
22.54,100795.81
22.58,100806.38
22.53,100796.23
22.52,100798.18
22.57,100797.64
22.58,100807.13
22.52,100794.75
22.55,100802.64
22.59,100807.86
22.53,100801.58
22.53,100799.67
22.58,100804.47
22.53,100798.91
22.52,100795.51
22.57,100805.64
22.59,100805.2
22.6,100806.71
22.52,100790.17
22.55,100804.55
22.59,100800.61
22.53,100798.91
22.53,100802.34
22.59,100805.2
22.59,100805.95
22.52,100800.84
22.56,100811.41
22.59,100805.95
22.53,100799.67
22.54,100793.14
22.6,100801.37
22.53,100799.67
22.53,100797
22.58,100807.13
22.6,100809.38
22.6,100812.81
22.53,100796.23
22.55,100799.21
22.59,100807.86
22.53,100791.66
22.52,100795.51
22.58,100809.8
22.59,100802.53
22.52,100798.18
22.57,100794.97
22.59,100805.95
22.53,100788.98
22.55,100801.89
22.59,100807.86
22.53,100799.67
22.53,100802.34
22.58,100807.13
22.58,100804.47
22.6,100814.73
22.53,100796.23
22.54,100798.48
22.59,100810.53
22.54,100800.42
22.53,100802.34
22.58,100807.13
22.59,100805.95
22.53,100799.67
22.57,100796.88
22.59,100805.95
22.53,100798.91
22.56,100795.39
22.6,100801.37
22.53,100799.67
22.52,100794.75
22.58,100806.38
22.59,100805.95
22.6,100806.71
22.53,100798.91
22.55,100807.98
22.6,100801.37
22.54,100803.09
22.53,100797
22.58,100801.8
22.59,100805.95
22.52,100803.52
22.56,100808.74
22.6,100812.81
22.53,100799.67
22.54,100803.83
22.6,100806.71
22.53,100799.67
22.53,100797
22.59,100799.85
22.59,100805.95
22.61,100808.2
22.52,100798.18
22.55,100805.31
22.58,100804.47
22.54,100801.16
22.53,100799.67
22.59,100805.2
22.59,100805.95
22.53,100798.91
22.55,100794.63
22.6,100804.8
22.53,100797
22.54,100800.42
22.59,100799.85
22.53,100797
22.53,100796.23
22.59,100799.85
22.61,100810.88
22.58,100796.45
22.53,100797
22.54,100801.16
22.6,100809.38
22.53,100797
22.59,100797.94
22.59,100797.19
22.52,100792.84
22.57,100808.32
22.59,100797.94
22.53,100788.23
22.55,100791.2
22.6,100807.47
22.54,100793.14
22.53,100794.33
22.58,100801.8
22.59,100797.19
22.61,100811.63
22.53,100796.23
22.55,100802.64
22.59,100805.2
22.54,100800.42
22.52,100798.18
22.58,100806.38
22.59,100797.19
22.53,100790.9
22.57,100807.56
22.59,100807.86
22.52,100795.51
22.55,100802.64
22.6,100809.38
22.53,100799.67
22.53,100798.91
22.58,100804.47
22.6,100807.47
22.6,100806.71
22.52,100787.5
22.55,100796.55
22.59,100805.2
22.54,100797.76
22.53,100799.67
22.58,100809.05
22.59,100805.95
22.54,100803.09
22.57,100804.89
22.59,100805.2
22.52,100798.18
22.55,100791.2
22.59,100805.95
22.53,100799.67
22.52,100803.52
22.58,100796.45
22.58,100806.38
22.59,100805.95
22.53,100798.91
22.54,100801.16
22.59,100807.86
22.53,100790.9
22.53,100799.67
22.59,100807.86
22.59,100805.2
22.52,100794.75
22.57,100796.88
22.6,100806.71
22.53,100798.91
22.54,100806.5
22.59,100811.3
22.54,100797.76
22.54,100795.81
22.58,100807.13
22.59,100800.61
22.6,100815.48
22.53,100798.91
22.54,100801.16
22.59,100808.63
22.53,100798.91
22.53,100797
22.58,100807.13
22.59,100805.95
22.53,100798.91
22.57,100802.98
22.6,100806.71
22.53,100804.25
22.54,100798.48
22.59,100807.86
22.53,100799.67
22.52,100798.18
22.59,100797.19
22.59,100799.85
22.61,100806.29
22.52,100803.52
22.55,100804.55
22.59,100808.63
22.54,100797.76
22.58,100807.13
22.59,100805.95
22.53,100798.91
22.57,100796.88
22.6,100806.71
22.53,100797
22.55,100794.63
22.6,100806.71
22.53,100788.98
22.53,100797
22.59,100805.2
22.59,100800.61
22.6,100806.71
22.53,100788.98
22.55,100799.21
22.6,100802.13
22.53,100802.34
22.53,100799.67
22.59,100799.85
22.59,100805.95
22.53,100796.23
22.57,100802.98
22.59,100805.2
22.52,100798.18
22.53,100799.67
22.59,100805.95
22.54,100805.77
22.53,100801.58
22.59,100810.53
22.6,100810.14
22.6,100807.47
22.53,100793.57
22.55,100802.64
22.59,100808.63
22.53,100796.23
22.52,100790.17
22.59,100799.85
22.58,100796.45
22.52,100795.51
22.56,100798.06
22.6,100806.71
22.54,100800.42
22.54,100797.76
22.6,100809.38
22.53,100799.67
22.54,100801.16
22.59,100805.2
22.61,100808.2
22.59,100805.2
22.52,100798.18
22.57,100802.22
22.6,100807.47
22.54,100797.76
22.55,100794.63
22.59,100799.85
22.54,100800.42
22.54,100801.16
22.59,100799.85
22.6,100809.38
22.53,100788.98
22.57,100802.22
22.59,100800.61
22.53,100788.98
22.53,100791.66
22.6,100799.45
22.53,100796.23
22.6,100807.47
22.53,100791.66
22.53,100788.98
22.58,100795.7
22.58,100796.45
22.54,100797.76
22.58,100795.7
22.6,100810.14
22.53,100791.66
22.57,100802.22
22.6,100799.45
22.55,100793.88
22.54,100790.48
22.6,100798.7
22.59,100797.94
22.53,100790.9
22.57,100802.98
22.61,100800.95
22.6,100799.45
22.54,100790.48
22.56,100792.72
22.6,100807.47
22.54,100792.41
22.54,100797.76
22.59,100800.61
22.54,100797.76
22.53,100791.66
22.57,100797.64
22.6,100798.7
22.53,100798.91
22.55,100805.31
22.6,100801.37
22.54,100800.42
22.53,100786.31
22.6,100799.45
22.6,100809.38
22.61,100810.88
22.54,100797.76
22.55,100799.97
22.6,100810.14
22.54,100800.42
22.53,100797
22.59,100807.86
22.59,100800.61
22.53,100796.23
22.57,100802.98
22.6,100806.71
22.53,100793.57
22.55,100799.21
22.6,100812.05
22.54,100798.48
22.53,100796.23
22.59,100805.2
22.59,100800.61
22.6,100810.14
22.54,100801.16
22.55,100793.88
22.59,100808.63
22.54,100798.48
22.54,100800.42
22.58,100807.13
22.58,100799.13
22.53,100790.9
22.56,100804.16
22.59,100808.63
22.53,100799.67
22.53,100797
22.59,100794.52
22.54,100789.75
22.53,100788.98
22.59,100797.94
22.61,100802.86
22.6,100810.14
22.54,100800.42
22.57,100807.56
22.61,100808.2
22.54,100793.14
22.54,100797.76
22.59,100800.61
22.59,100799.85
22.54,100797.76
22.57,100794.97
22.61,100802.86
22.53,100799.67
22.55,100799.21
22.6,100809.38
22.55,100799.21
22.53,100805
22.59,100807.86
22.6,100799.45
22.6,100807.47
22.53,100797
22.55,100805.31
22.6,100810.14
22.54,100793.14
22.53,100799.67
22.59,100797.94
22.6,100806.71
22.53,100802.34
22.56,100804.16
22.6,100799.45
22.53,100797
22.55,100791.2
22.6,100807.47
22.54,100789.75
22.58,100798.37
22.61,100798.28
22.58,100807.13
22.5,100799.78
22.51,100802
22.56,100808.74
22.5,100795.2
22.5,100791.77
22.54,100801.16
22.55,100802.64
22.5,100799.78
22.53,100802.34
22.55,100807.98
22.5,100797.88
22.51,100802
22.57,100802.98
22.51,100799.33
22.55,100805.31
22.56,100806.07
22.57,100802.98
22.51,100796.66
22.53,100802.34
22.57,100796.88
22.51,100793.99
22.51,100796.66
22.57,100796.88
22.57,100794.97
22.5,100787.2
22.55,100802.64
22.57,100805.64
22.5,100795.2
22.52,100795.51
22.57,100808.32
22.52,100797.42
22.51,100787.89
22.58,100806.38
22.6,100807.47
22.58,100803.7
22.51,100796.66
22.54,100800.42
22.59,100805.2
22.52,100798.18
22.52,100795.51
22.58,100798.37
22.58,100801.8
22.52,100792.08
22.57,100794.97
22.59,100805.95
22.53,100790.9
22.55,100799.21
22.59,100807.86
22.53,100799.67
22.53,100798.91
22.58,100807.13
22.58,100799.13
22.6,100798.7
22.53,100801.58
22.54,100803.83
22.6,100812.05
22.52,100795.51
22.53,100794.33
22.58,100804.47
22.58,100799.13
22.52,100792.84
22.56,100806.07
22.59,100802.53
22.52,100792.84
22.53,100791.66
22.59,100808.63
22.53,100788.23
22.53,100798.91
22.58,100801.8
22.59,100797.94
22.6,100809.38
22.53,100794.33
22.55,100802.64
22.58,100807.13
22.53,100794.33
22.53,100797
22.58,100799.13
22.59,100808.63
22.53,100790.9
22.57,100802.22
22.59,100800.61
22.52,100795.51
22.54,100798.48
22.59,100808.63
22.54,100797.76
22.53,100798.91
22.58,100807.13
22.6,100798.7
22.59,100805.95
22.53,100799.67
22.55,100799.97
22.59,100808.63
22.53,100794.33
22.53,100796.23
22.59,100808.63
22.59,100805.2
22.53,100788.23
22.57,100802.98
22.6,100809.38
22.53,100796.23
22.55,100791.97
22.6,100806.71
22.54,100795.09
22.53,100801.58
22.59,100805.2
22.59,100800.61
22.61,100808.2
22.53,100796.23
22.55,100805.31
22.6,100806.71
22.54,100798.48
22.53,100797
22.58,100807.13
22.59,100799.85
22.53,100790.9
22.57,100802.22
22.6,100798.7
22.53,100797
22.55,100796.55
22.6,100801.37
22.53,100797
22.53,100791.66
22.59,100797.94
22.6,100804.8
22.61,100802.86
22.53,100797
22.55,100805.31
22.61,100808.2
22.54,100801.16
22.59,100799.85
22.59,100805.95
22.54,100784.41
22.57,100799.55
22.6,100809.38
22.54,100792.41
22.54,100793.14
22.6,100806.71
22.54,100790.48
22.54,100789.75
22.59,100799.85
22.61,100797.52
22.6,100801.37
22.54,100800.42
22.55,100799.21
22.58,100807.13
22.53,100797
22.53,100788.98
22.58,100809.8
22.58,100799.13
22.54,100803.09
22.57,100797.64
22.6,100801.37
22.53,100794.33
22.55,100799.97
22.59,100797.94
22.53,100797
22.53,100790.9
22.58,100801.8
22.61,100802.86
22.6,100807.47
22.54,100801.16
22.55,100802.64
22.6,100807.47
22.54,100792.41
22.53,100796.23
22.58,100793.78
22.6,100802.13
22.53,100791.66
22.57,100796.88
22.6,100807.47
22.53,100798.91
22.54,100798.48
22.59,100797.94
22.54,100793.14
22.53,100799.67
22.58,100804.47
22.62,100809.69
22.59,100805.95
22.53,100797
22.58,100806.38
22.6,100806.71
22.53,100799.67
22.54,100801.16
22.61,100808.2
22.54,100798.48
22.54,100790.48
22.59,100808.63
22.59,100803.28
22.54,100801.16
22.58,100804.47
22.6,100802.13
22.54,100798.48
22.55,100805.31
22.6,100807.47
22.54,100798.48
22.6,100802.13
22.55,100799.21
22.54,100801.16
22.6,100806.71
22.6,100810.14
22.54,100798.48
22.57,100802.98
22.6,100810.14
22.54,100798.48
22.55,100804.55
22.6,100810.14
